service_request_id,requested_date,updated_date,closed_date,status_description,source,service_name,agency_responsible,address,comm_code,comm_name,location_type,longitude,latitude,point
24-00778392,2024-10-04 0:00,2024-12-02 0:00,2024-12-02 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,ING,INGLEWOOD,Community Centrepoint,-114.0191258,51.03414052,POINT (-114.01912581291103 51.03414052350448)
24-00765952,2024-09-29 0:00,2024-11-21 0:00,2024-11-21 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,ING,INGLEWOOD,Community Centrepoint,-114.0191258,51.03414052,POINT (-114.01912581291103 51.03414052350448)
24-00768184,2024-10-01 0:00,2024-10-01 0:00,2024-10-01 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,LKB,LAKE BONAVISTA,Community Centrepoint,-114.0512956,50.939599,POINT (-114.05129556068408 50.93959899764023)
24-00714958,2024-09-09 0:00,2024-09-09 0:00,2024-09-09 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,WES,WESTWINDS,Community Centrepoint,-113.9700536,51.10339241,POINT (-113.97005363203272 51.10339241438977)
24-00696549,2024-09-03 0:00,2024-09-09 0:00,2024-09-09 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,OAK,OAKRIDGE,Community Centrepoint,-114.129614,50.9696628,POINT (-114.12961404738564 50.969662798794815)
24-00722493,2024-09-12 0:00,2024-09-16 0:00,2024-09-16 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,SGH,SAGE HILL,Community Centrepoint,-114.1406861,51.17561697,POINT (-114.14068609335015 51.175616972779984)
24-00774655,2024-10-02 0:00,2024-10-02 0:00,2024-10-02 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,RUN,RUNDLE,Community Centrepoint,-113.9700581,51.07423997,POINT (-113.97005811864892 51.074239973666835)
24-00887560,2024-11-20 0:00,2024-12-05 0:00,2024-12-05 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,12J,12J,Community Centrepoint,-113.8835157,50.8835932,POINT (-113.88351570063844 50.883593195305465)
24-00596620,2024-07-29 0:00,2024-07-29 0:00,2024-07-29 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,BRI,BRIDLEWOOD,Community Centrepoint,-114.1102096,50.89922016,POINT (-114.11020964623893 50.899220156387116)
24-00748912,2024-09-23 0:00,2024-11-21 0:00,2024-11-21 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,TEM,TEMPLE,Community Centrepoint,-113.9467677,51.08879459,POINT (-113.94676773665904 51.08879458506016)
24-00890633,2024-11-21 0:00,2024-11-21 0:00,2024-11-21 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,SHN,SHAWNESSY,Community Centrepoint,-114.0739762,50.90337303,POINT (-114.07397621253631 50.90337303171057)
24-00595545,2024-07-29 0:00,2024-07-29 0:00,2024-07-29 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,MEA,MEADOWLARK PARK,Community Centrepoint,-114.0773517,50.99785784,POINT (-114.07735167071722 50.997857843950264)
24-00780180,2024-10-04 0:00,2024-10-08 0:00,2024-10-08 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,NPK,NOSE HILL PARK,Community Centrepoint,-114.110691,51.11127714,POINT (-114.11069096475 51.111277140934476)
24-00757764,2024-09-25 0:00,2024-11-21 0:00,2024-11-21 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,FLN,FOREST LAWN,Community Centrepoint,-113.9700019,51.03784805,POINT (-113.97000191799683 51.03784804797574)
24-00892230,2024-11-21 0:00,2024-11-21 0:00,2024-11-21 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,GAW,GARRISON WOODS,Community Centrepoint,-114.1136145,51.01717823,POINT (-114.11361449884893 51.01717823051979)
24-00691205,2024-09-01 0:00,2024-09-10 0:00,2024-09-10 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,SPR,SPRUCE CLIFF,Community Centrepoint,-114.1362778,51.04865971,POINT (-114.13627783911859 51.048659707650735)
24-00689690,2024-08-31 0:00,2024-09-10 0:00,2024-09-10 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,WHL,WEST HILLHURST,Community Centrepoint,-114.1151585,51.05507951,POINT (-114.11515850909333 51.05507951363527)
24-00448885,2024-06-12 0:00,2024-07-29 0:00,2024-07-29 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,OGD,OGDEN,Community Centrepoint,-114.0124423,50.99187834,POINT (-114.01244227109757 50.991878337981746)
24-00567291,2024-07-18 0:00,2024-07-29 0:00,2024-07-29 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,SHN,SHAWNESSY,Community Centrepoint,-114.0739762,50.90337303,POINT (-114.07397621253631 50.90337303171057)
24-00778259,2024-10-03 0:00,2024-10-03 0:00,2024-10-03 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,CPF,COPPERFIELD,Community Centrepoint,-113.9294857,50.91781382,POINT (-113.92948572283696 50.91781382287359)
24-00892331,2024-11-21 0:00,2024-11-21 0:00,2024-11-21 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,CLI,CLIFF BUNGALOW,Community Centrepoint,-114.0749017,51.03393319,POINT (-114.07490165596653 51.033933194742325)
24-00525288,2024-07-04 0:00,2024-07-29 0:00,2024-07-29 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,LKB,LAKE BONAVISTA,Community Centrepoint,-114.0512956,50.939599,POINT (-114.05129556068408 50.93959899764023)
24-00780889,2024-10-04 0:00,2024-12-02 0:00,2024-12-02 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,FHI,FOOTHILLS,Community Centrepoint,-113.9820382,50.99396303,POINT (-113.98203822530505 50.99396302917181)
24-00704964,2024-09-05 0:00,2024-10-24 0:00,2024-10-24 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,WIN,WINSTON HEIGHTS/MOUNTVIEW,Community Centrepoint,-114.0418487,51.0752988,POINT (-114.04184874950579 51.075298802175126)
24-00518470,2024-07-02 0:00,2024-07-29 0:00,2024-07-29 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,WIL,WILLOW PARK,Community Centrepoint,-114.0561955,50.9566238,POINT (-114.05619550452249 50.956623796172764)
24-00718331,2024-09-10 0:00,2024-09-10 0:00,2024-09-10 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,MPL,MAPLE RIDGE,Community Centrepoint,-114.034689,50.95763758,POINT (-114.0346890274 50.957637582999936)
24-00562231,2024-07-17 0:00,2024-07-29 0:00,2024-07-29 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,ING,INGLEWOOD,Community Centrepoint,-114.0191258,51.03414052,POINT (-114.01912581291103 51.03414052350448)
24-00587279,2024-07-25 0:00,2024-09-09 0:00,2024-09-09 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,OAK,OAKRIDGE,Community Centrepoint,-114.129614,50.9696628,POINT (-114.12961404738564 50.969662798794815)
24-00599205,2024-07-30 0:00,2024-07-30 0:00,2024-07-30 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,SOC,SOUTH CALGARY,Community Centrepoint,-114.1020747,51.02680215,POINT (-114.10207470148995 51.02680215136445)
24-00591755,2024-07-26 0:00,2024-07-30 0:00,2024-07-30 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,GDL,GLENDALE,Community Centrepoint,-114.1527189,51.03337139,POINT (-114.15271889005692 51.033371391768654)
24-00600135,2024-07-30 0:00,2024-07-30 0:00,2024-07-30 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,ROY,ROYAL OAK,Community Centrepoint,-114.2197619,51.14266073,POINT (-114.21976187387784 51.142660730912894)
24-00767448,2024-09-30 0:00,2024-10-10 0:00,2024-10-10 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,PKH,PARKHILL,Community Centrepoint,-114.0655345,51.01819229,POINT (-114.06553452471233 51.018192290150814)
24-00718392,2024-09-11 0:00,2024-10-24 0:00,2024-10-24 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,WES,WESTWINDS,Community Centrepoint,-113.9700536,51.10339241,POINT (-113.97005363203272 51.10339241438977)
24-00698073,2024-09-04 0:00,2024-09-11 0:00,2024-09-11 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,SPR,SPRUCE CLIFF,Community Centrepoint,-114.1362778,51.04865971,POINT (-114.13627783911859 51.048659707650735)
24-00771087,2024-10-01 0:00,2024-10-01 0:00,2024-10-01 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,ACA,ACADIA,Community Centrepoint,-114.053696,50.97241507,POINT (-114.05369601618155 50.97241507334731)
24-00771282,2024-10-01 0:00,2024-10-09 0:00,2024-10-09 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,RIV,RIVERBEND,Community Centrepoint,-114.0184303,50.97601886,POINT (-114.01843029189823 50.976018859070834)
24-00781649,2024-10-05 0:00,2024-10-05 0:00,2024-10-05 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,BDO,BONAVISTA DOWNS,Community Centrepoint,-114.0315055,50.94373043,POINT (-114.03150547303466 50.94373042986891)
24-00438969,2024-06-10 0:00,2024-07-31 0:00,2024-07-31 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,OAK,OAKRIDGE,Community Centrepoint,-114.129614,50.9696628,POINT (-114.12961404738564 50.969662798794815)
24-00602708,2024-07-31 0:00,2024-07-31 0:00,2024-07-31 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,PAN,PANORAMA HILLS,Community Centrepoint,-114.0880634,51.15971101,POINT (-114.08806340626336 51.15971101107547)
24-00583964,2024-07-24 0:00,2024-07-31 0:00,2024-07-31 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,HIL,HILLHURST,Community Centrepoint,-114.093646,51.05727753,POINT (-114.09364601408916 51.05727753172276)
24-00721642,2024-09-12 0:00,2024-09-12 0:00,2024-09-12 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,FAL,FALCONRIDGE,Community Centrepoint,-113.945375,51.10330638,POINT (-113.94537499024918 51.10330638378534)
24-00722745,2024-09-12 0:00,2024-09-12 0:00,2024-09-12 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,WBN,WOODBINE,Community Centrepoint,-114.1296282,50.94023326,POINT (-114.1296281640202 50.94023326198639)
24-00784265,2024-10-07 0:00,2024-11-29 0:00,2024-11-29 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,HOR,HORIZON,Community Centrepoint,-113.9916978,51.08990092,POINT (-113.99169780219123 51.08990091526667)
24-00785996,2024-10-07 0:00,2024-10-09 0:00,2024-10-09 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,BLM,BELMONT,Community Centrepoint,-114.0552494,50.8686837,POINT (-114.05524942357688 50.86868369556737)
24-00786419,2024-10-07 0:00,2024-10-07 0:00,2024-10-07 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,COU,COUNTRY HILLS,Community Centrepoint,-114.0798938,51.14377568,POINT (-114.0798937747985 51.143775683110206)
24-00786402,2024-10-07 0:00,2024-10-07 0:00,2024-10-07 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,COU,COUNTRY HILLS,Community Centrepoint,-114.0798938,51.14377568,POINT (-114.0798937747985 51.143775683110206)
24-00796343,2024-10-11 0:00,2024-11-20 0:00,2024-11-20 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,UMR,UPPER MOUNT ROYAL,Community Centrepoint,-114.0850257,51.02997368,POINT (-114.0850256868341 51.02997367628775)
24-00771798,2024-10-02 0:00,2024-10-02 0:00,2024-10-02 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,EVN,EVANSTON,Community Centrepoint,-114.1124511,51.17108484,POINT (-114.11245112799256 51.17108484116176)
24-00769125,2024-10-01 0:00,2024-10-02 0:00,2024-10-02 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,CIT,CITADEL,Community Centrepoint,-114.1839369,51.14453876,POINT (-114.18393693294377 51.14453875913651)
24-00767288,2024-09-30 0:00,2024-10-02 0:00,2024-10-02 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,SIL,SILVER SPRINGS,Community Centrepoint,-114.1962818,51.10427454,POINT (-114.19628181361762 51.10427454305881)
24-00758891,2024-09-26 0:00,2024-10-02 0:00,2024-10-02 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,DAL,DALHOUSIE,Community Centrepoint,-114.1581554,51.10940994,POINT (-114.15815535928422 51.109409937360724)
24-00776966,2024-10-03 0:00,2024-10-10 0:00,2024-10-10 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,SAN,SANDSTONE VALLEY,Community Centrepoint,-114.0949625,51.13773284,POINT (-114.09496250976525 51.1377328448926)
24-00607102,2024-08-01 0:00,2024-08-01 0:00,2024-08-01 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,TEM,TEMPLE,Community Centrepoint,-113.9467677,51.08879459,POINT (-113.94676773665904 51.08879458506016)
24-00600585,2024-07-30 0:00,2024-08-13 0:00,2024-08-13 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,SPR,SPRUCE CLIFF,Community Centrepoint,-114.1362778,51.04865971,POINT (-114.13627783911859 51.048659707650735)
24-00588712,2024-07-25 0:00,2024-08-01 0:00,2024-08-01 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,CAN,CANYON MEADOWS,Community Centrepoint,-114.0820063,50.94095721,POINT (-114.08200634588415 50.94095720863543)
24-00602669,2024-07-31 0:00,2024-08-01 0:00,2024-08-01 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,SPR,SPRUCE CLIFF,Community Centrepoint,-114.1362778,51.04865971,POINT (-114.13627783911859 51.048659707650735)
24-00604553,2024-07-31 0:00,2024-08-01 0:00,2024-08-01 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,WHL,WEST HILLHURST,Community Centrepoint,-114.1151585,51.05507951,POINT (-114.11515850909333 51.05507951363527)
24-00603728,2024-07-31 0:00,2024-08-01 0:00,2024-08-01 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,BRA,BRAESIDE,Community Centrepoint,-114.1063659,50.95600269,POINT (-114.10636590290262 50.95600269125181)
24-00606710,2024-08-01 0:00,2024-08-01 0:00,2024-08-01 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,SIL,SILVER SPRINGS,Community Centrepoint,-114.1962818,51.10427454,POINT (-114.19628181361762 51.10427454305881)
24-00785037,2024-10-07 0:00,2024-10-07 0:00,2024-10-07 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,COU,COUNTRY HILLS,Community Centrepoint,-114.0798938,51.14377568,POINT (-114.0798937747985 51.143775683110206)
24-00857617,2024-11-07 0:00,2024-11-22 0:00,2024-11-22 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,06B,06B,Community Centrepoint,-114.230437,51.0781262,POINT (-114.2304370293117 51.078126196333656)
24-00892225,2024-11-21 0:00,2024-11-22 0:00,2024-11-22 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,GAW,GARRISON WOODS,Community Centrepoint,-114.1136145,51.01717823,POINT (-114.11361449884893 51.01717823051979)
24-00720372,2024-09-11 0:00,2024-09-13 0:00,2024-09-13 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,BRE,BRENTWOOD,Community Centrepoint,-114.1359192,51.09606554,POINT (-114.1359191739885 51.09606553620387)
24-00679716,2024-08-28 0:00,2024-09-13 0:00,2024-09-13 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,CUR,CURRIE BARRACKS,Community Centrepoint,-114.1248177,51.01572349,POINT (-114.1248177444654 51.01572348884976)
24-00775815,2024-10-03 0:00,2024-10-10 0:00,2024-10-10 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,CHW,CHARLESWOOD,Community Centrepoint,-114.1122123,51.09008805,POINT (-114.11221231540222 51.090088050163416)
24-00772150,2024-10-02 0:00,2024-10-03 0:00,2024-10-03 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,SAN,SANDSTONE VALLEY,Community Centrepoint,-114.0949625,51.13773284,POINT (-114.09496250976525 51.1377328448926)
24-00776873,2024-10-03 0:00,2024-10-03 0:00,2024-10-03 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,DNE,DOWNTOWN EAST VILLAGE,Community Centrepoint,-114.0508479,51.04709033,POINT (-114.05084794560608 51.04709033069666)
24-00726066,2024-09-13 0:00,2024-09-13 0:00,2024-09-13 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,KEL,KELVIN GROVE,Community Centrepoint,-114.0890283,50.98988114,POINT (-114.08902826660753 50.98988114487172)
24-00778266,2024-10-03 0:00,2024-11-21 0:00,2024-11-21 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,COV,COVENTRY HILLS,Community Centrepoint,-114.0531434,51.16490633,POINT (-114.05314340697439 51.16490633029946)
24-00778280,2024-10-03 0:00,2024-11-29 0:00,2024-11-29 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,FAL,FALCONRIDGE,Community Centrepoint,-113.945375,51.10330638,POINT (-113.94537499024918 51.10330638378534)
24-00573963,2024-07-21 0:00,2024-08-02 0:00,2024-08-02 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,NGM,NORTH GLENMORE PARK,Community Centrepoint,-114.1122561,51.00142837,POINT (-114.11225607544628 51.00142837215398)
24-00600670,2024-07-30 0:00,2024-08-13 0:00,2024-08-13 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,SPR,SPRUCE CLIFF,Community Centrepoint,-114.1362778,51.04865971,POINT (-114.13627783911859 51.048659707650735)
24-00531967,2024-07-07 0:00,2024-08-02 0:00,2024-08-02 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,BRI,BRIDLEWOOD,Community Centrepoint,-114.1102096,50.89922016,POINT (-114.11020964623893 50.899220156387116)
24-00609608,2024-08-02 0:00,2024-08-02 0:00,2024-08-02 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,VAR,VARSITY,Community Centrepoint,-114.1625068,51.09605377,POINT (-114.1625067595007 51.096053770173505)
24-00610404,2024-08-02 0:00,2024-08-02 0:00,2024-08-02 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,HUN,HUNTINGTON HILLS,Community Centrepoint,-114.0667086,51.11758075,POINT (-114.06670855606754 51.11758074798211)
24-00611623,2024-08-02 0:00,2024-09-24 0:00,2024-09-24 0:00,Closed,Phone,Roads - Streetlight - General Inquiry,OS - Mobility,,BRD,BRIDGELAND/RIVERSIDE,Community Centrepoint,-114.0350798,51.05055069,POINT (-114.03507983816583 51.05055069436678)
24-00979152,2024-12-31 0:00,2024-12-31 0:00,2024-12-31 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,THO,THORNCLIFFE,Community Centrepoint,-114.068781,51.10310501,POINT (-114.06878100895418 51.10310500820498)
24-00730371,2024-09-16 0:00,2024-09-16 0:00,2024-09-16 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,MRT,MARTINDALE,Community Centrepoint,-113.9583871,51.11791373,POINT (-113.9583871171306 51.11791372594209)
24-00611688,2024-08-03 0:00,2024-08-03 0:00,2024-08-03 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,PEN,PENBROOKE MEADOWS,Community Centrepoint,-113.9476872,51.04585329,POINT (-113.94768720611339 51.0458532876399)
24-00727922,2024-09-14 0:00,2024-09-27 0:00,2024-09-27 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,KIL,KILLARNEY/GLENGARRY,Community Centrepoint,-114.1317313,51.03013196,POINT (-114.13173134426289 51.03013195588548)
24-00894848,2024-11-22 0:00,2024-11-23 0:00,2024-11-23 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,BRI,BRIDLEWOOD,Community Centrepoint,-114.1102096,50.89922016,POINT (-114.11020964623893 50.899220156387116)
24-00730158,2024-09-15 0:00,2024-09-15 0:00,2024-09-15 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,SET,SETON,Community Centrepoint,-113.9479312,50.87415766,POINT (-113.94793123802683 50.874157662841256)
24-00729031,2024-09-15 0:00,2024-09-15 0:00,2024-09-15 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,CIA,CALGARY INTERNATIONAL AIRPORT,Community Centrepoint,-114.0117167,51.12355645,POINT (-114.01171665690258 51.123556453987604)
24-00791114,2024-10-09 0:00,2024-10-09 0:00,2024-10-09 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,SPH,SPRINGBANK HILL,Community Centrepoint,-114.2098197,51.02656453,POINT (-114.20981973671283 51.02656453099153)
24-00613991,2024-08-04 0:00,2024-08-04 0:00,2024-08-04 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,RIV,RIVERBEND,Community Centrepoint,-114.0184303,50.97601886,POINT (-114.01843029189823 50.976018859070834)
24-00792054,2024-10-09 0:00,2024-10-23 0:00,2024-10-23 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,ERI,ERIN WOODS,Community Centrepoint,-113.9676688,51.02097628,POINT (-113.96766881721655 51.0209762755992)
24-00729685,2024-09-15 0:00,2024-10-23 0:00,2024-10-23 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,CPF,COPPERFIELD,Community Centrepoint,-113.9294857,50.91781382,POINT (-113.92948572283696 50.91781382287359)
