service_request_id,requested_date,closed_date,Days _to _Resolve,Response_Catergory,Priority_Score,is_slow,source,comm_code,comm_name,longitude,latitude
24-00150458,2024-02-29,2024-04-05,36,Over 2 Weeks,1,1,Other,MNI,MANCHESTER INDUSTRIAL,-114.0572225,51.01325599
24-00928182,2024-12-05,2024-12-05,0,Same Day,5,0,Other,GPK,GLENMORE PARK,-114.1315315,50.99046842
24-00927206,2024-12-05,2024-12-18,13,2 Weeks,2,1,Other,COL,COLLINGWOOD,-114.1024036,51.08350991
24-00909433,2024-11-28,2024-12-05,7,1 Week,3,0,Other,12C,12C,-113.9034178,50.92510412
24-00823177,2024-10-23,2024-11-20,28,Over 2 Weeks,1,1,Other,ASP,ASPEN WOODS,-114.2083866,51.04521538
24-00823373,2024-10-23,2024-11-07,15,Over 2 Weeks,1,1,Other,PCK,PINE CREEK,-114.0678672,50.85631704
24-00655325,2024-08-19,2024-08-20,1,1 Day,5,0,Other,SPH,SPRINGBANK HILL,-114.2098197,51.02656453
24-00834312,2024-10-28,2024-10-28,0,Same Day,5,0,Other,BLN,BELTLINE,-114.0551861,51.03743796
24-00819666,2024-10-22,2024-10-23,1,1 Day,5,0,Other,SDC,SUNDANCE,-114.0421257,50.90180437
24-00814605,2024-10-19,2024-10-23,4,1 Week,3,0,Other,HAY,HAYSBORO,-114.0833402,50.97221484
24-00803743,2024-10-15,2024-10-23,8,2 Weeks,2,1,Other,MAH,MAHOGANY,-113.9246339,50.89594392
24-00816304,2024-10-21,2024-10-23,2,2-3 Days,4,0,Other,BYV,BAYVIEW,-114.1139643,50.97463476
24-00738570,2024-09-18,2024-10-23,35,Over 2 Weeks,1,1,Other,ING,INGLEWOOD,-114.0191258,51.03414052
24-00824314,2024-10-24,2024-10-24,0,Same Day,5,0,Other,MCK,MCKENZIE LAKE,-113.9881872,50.91486638
24-00822825,2024-10-23,2024-12-03,41,Over 2 Weeks,1,1,Other,BLN,BELTLINE,-114.0551861,51.03743796
24-00916940,2024-12-02,2024-12-03,1,1 Day,5,0,Other,SHG,SHAGANAPPI,-114.1266523,51.04521136
24-00850322,2024-11-04,2024-12-03,29,Over 2 Weeks,1,1,Other,PCK,PINE CREEK,-114.0678672,50.85631704
24-00825310,2024-10-24,2024-10-24,0,Same Day,5,0,Other,CUR,CURRIE BARRACKS,-114.1248177,51.01572349
24-00919231,2024-12-03,2024-12-03,0,Same Day,5,0,Other,MON,MONTGOMERY,-114.1622482,51.07107614
24-00919419,2024-12-03,2024-12-03,0,Same Day,5,0,Other,CHR,CHRISTIE PARK,-114.1760176,51.04079953
24-00919743,2024-12-03,2024-12-03,0,Same Day,5,0,Other,CRE,CRESCENT HEIGHTS,-114.0616132,51.05949595
24-00656674,2024-08-20,2024-11-04,76,Over 2 Weeks,1,1,Other,PKL,PARKLAND,-114.0282241,50.9208419
24-00921942,2024-12-03,2024-12-03,0,Same Day,5,0,App,SGH,SAGE HILL,-114.1406861,51.17561697
24-00830162,2024-10-26,2024-10-26,0,Same Day,5,0,App,DDG,DOUGLASDALE/GLEN,-114.0119081,50.94844437
24-00659032,2024-08-20,2024-08-20,0,Same Day,5,0,Other,LMR,LOWER MOUNT ROYAL,-114.0864994,51.0365032
24-00660393,2024-08-21,2024-08-21,0,Same Day,5,0,Other,DNE,DOWNTOWN EAST VILLAGE,-114.0508479,51.04709033
24-00660349,2024-08-21,2024-08-21,0,Same Day,5,0,Other,ABP,AURORA BUSINESS PARK,-114.0584755,51.13626243
24-00662655,2024-08-21,2024-10-08,48,Over 2 Weeks,1,1,Other,SAD,SADDLE RIDGE,-113.9456225,51.13057324
24-00819856,2024-10-22,2024-10-24,2,2-3 Days,4,0,Other,MOP,MOUNT PLEASANT,-114.07603,51.07423791
24-00820511,2024-10-22,2024-10-24,2,2-3 Days,4,0,Other,02B,02B,-114.1993996,51.17602135
24-00814483,2024-10-19,2024-10-24,5,1 Week,3,0,Other,HAW,HAWKWOOD,-114.1756154,51.1309781
24-00811288,2024-10-18,2024-10-24,6,1 Week,3,0,Other,SAN,SANDSTONE VALLEY,-114.0949625,51.13773284
24-00840232,2024-10-30,2024-10-31,1,1 Day,5,0,App,GAG,GARRISON GREEN,-114.1245263,51.00305515
24-00807394,2024-10-16,2024-11-07,22,Over 2 Weeks,1,1,Other,EDG,EDGEMONT,-114.1439532,51.12458785
24-00828729,2024-10-25,2024-10-25,0,Same Day,5,0,App,THO,THORNCLIFFE,-114.068781,51.10310501
24-00665737,2024-08-22,2024-08-22,0,Same Day,5,0,App,SHW,SHERWOOD,-114.1520001,51.15999092
24-00645333,2024-08-15,2024-08-22,7,1 Week,3,0,Other,NGM,NORTH GLENMORE PARK,-114.1122561,51.00142837
24-00663744,2024-08-22,2024-09-05,14,2 Weeks,2,1,Other,NGM,NORTH GLENMORE PARK,-114.1122561,51.00142837
24-00664871,2024-08-22,2024-08-22,0,Same Day,5,0,App,HIL,HILLHURST,-114.093646,51.05727753
24-00840790,2024-10-31,2024-11-04,4,1 Week,3,0,Other,CLI,CLIFF BUNGALOW,-114.0749017,51.03393319
24-00662962,2024-08-22,2024-09-09,18,Over 2 Weeks,1,1,Other,BLN,BELTLINE,-114.0551861,51.03743796
24-00663149,2024-08-22,2024-09-19,28,Over 2 Weeks,1,1,Other,BRD,BRIDGELAND/RIVERSIDE,-114.0350798,51.05055069
24-00643155,2024-08-14,2024-08-22,8,2 Weeks,2,1,Other,MCK,MCKENZIE LAKE,-113.9881872,50.91486638
24-00842948,2024-10-31,2024-10-31,0,Same Day,5,0,Other,CHW,CHARLESWOOD,-114.1122123,51.09008805
24-00650889,2024-08-17,2024-08-22,5,1 Week,3,0,Other,MAH,MAHOGANY,-113.9246339,50.89594392
24-00935084,2024-12-09,2024-12-09,0,Same Day,5,0,Other,GLR,GLACIER RIDGE,-114.1681928,51.19042039
24-00666425,2024-08-23,2024-08-23,0,Same Day,5,0,Other,02F,02F,-114.1751203,51.15976354
24-00667149,2024-08-23,2024-08-23,0,Same Day,5,0,Other,PAN,PANORAMA HILLS,-114.0880634,51.15971101
24-00668401,2024-08-23,2024-08-23,0,Same Day,5,0,App,BRD,BRIDGELAND/RIVERSIDE,-114.0350798,51.05055069
24-00669070,2024-08-23,2024-08-23,0,Same Day,5,0,Other,KIL,KILLARNEY/GLENGARRY,-114.1317313,51.03013196
24-00669075,2024-08-23,2024-08-23,0,Same Day,5,0,Other,RIC,RICHMOND,-114.1184203,51.02971029
24-00925184,2024-12-04,2024-12-04,0,Same Day,5,0,App,SGH,SAGE HILL,-114.1406861,51.17561697
24-00925372,2024-12-04,2024-12-04,0,Same Day,5,0,App,CNS,CORNERSTONE,-113.9305705,51.15735997
24-00830249,2024-10-27,2024-11-20,24,Over 2 Weeks,1,1,Other,PAL,PALLISER,-114.1121589,50.96676703
24-00830597,2024-10-27,2024-10-27,0,Same Day,5,0,Other,RAN,RANCHLANDS,-114.183647,51.11917908
24-00669216,2024-08-24,2024-08-24,0,Same Day,5,0,Other,KIN,KINGSLAND,-114.0773588,50.98697675
24-00669145,2024-08-24,2024-08-24,0,Same Day,5,0,Other,HOU,HOUNSFIELD HEIGHTS/BRIAR HILL,-114.1057298,51.06317954
24-00827659,2024-10-25,2024-10-28,3,2-3 Days,4,0,Other,CPF,COPPERFIELD,-113.9294857,50.91781382
24-00832675,2024-10-28,2024-10-28,0,Same Day,5,0,Other,HIL,HILLHURST,-114.093646,51.05727753
24-00671441,2024-08-25,2024-08-25,0,Same Day,5,0,App,COL,COLLINGWOOD,-114.1024036,51.08350991
24-00854254,2024-11-06,2024-12-02,26,Over 2 Weeks,1,1,Other,CNS,CORNERSTONE,-113.9305705,51.15735997
24-00933497,2024-12-08,2024-12-08,0,Same Day,5,0,Other,SHG,SHAGANAPPI,-114.1266523,51.04521136
24-00834513,2024-10-29,2024-11-29,31,Over 2 Weeks,1,1,Other,REN,RENFREW,-114.039169,51.05965316
24-00681428,2024-08-28,2024-09-09,12,2 Weeks,2,1,Other,OAK,OAKRIDGE,-114.129614,50.9696628
24-00836819,2024-10-29,2024-12-04,36,Over 2 Weeks,1,1,Other,MAH,MAHOGANY,-113.9246339,50.89594392
24-00937188,2024-12-10,2024-12-13,3,2-3 Days,4,0,Other,LKV,LAKEVIEW,-114.1296214,50.99957241
24-00672043,2024-08-25,2024-08-25,0,Same Day,5,0,App,ABB,ABBEYDALE,-113.9278039,51.05941501
24-00825697,2024-10-24,2024-11-04,11,2 Weeks,2,1,Other,LMR,LOWER MOUNT ROYAL,-114.0864994,51.0365032
24-00671360,2024-08-25,2024-08-25,0,Same Day,5,0,App,CHW,CHARLESWOOD,-114.1122123,51.09008805
24-00838004,2024-10-30,2025-03-21,142,Over 2 Weeks,1,1,Other,SET,SETON,-113.9479312,50.87415766
24-00838636,2024-10-30,2024-11-29,30,Over 2 Weeks,1,1,Other,CNS,CORNERSTONE,-113.9305705,51.15735997
24-00675034,2024-08-26,2024-08-26,0,Same Day,5,0,App,DNE,DOWNTOWN EAST VILLAGE,-114.0508479,51.04709033
24-00840136,2024-10-30,2024-11-26,27,Over 2 Weeks,1,1,Other,WHL,WEST HILLHURST,-114.1151585,51.05507951
24-00845193,2024-11-01,2024-11-01,0,Same Day,5,0,Other,VAR,VARSITY,-114.1625068,51.09605377
24-00830257,2024-10-27,2024-11-04,8,2 Weeks,2,1,Other,COL,COLLINGWOOD,-114.1024036,51.08350991
24-00849297,2024-11-04,2024-11-21,17,Over 2 Weeks,1,1,Other,BRI,BRIDLEWOOD,-114.1102096,50.89922016
24-00925478,2024-12-05,2024-12-05,0,Same Day,5,0,App,FRA,FRANKLIN,-113.987524,51.05892759
24-00936759,2024-12-09,2024-12-09,0,Same Day,5,0,App,SGH,SAGE HILL,-114.1406861,51.17561697
24-00936758,2024-12-09,2024-12-09,0,Same Day,5,0,App,SGH,SAGE HILL,-114.1406861,51.17561697
24-00852234,2024-11-05,2025-01-02,58,Over 2 Weeks,1,1,Other,CHN,CHINATOWN,-114.0655219,51.05282359
24-00407278,2024-05-31,2024-06-06,6,1 Week,3,0,Other,SHN,SHAWNESSY,-114.0739762,50.90337303
24-00001225,2024-01-02,2024-04-12,101,Over 2 Weeks,1,1,Other,GLA,GLAMORGAN,-114.1532273,51.0151168
24-00675619,2024-08-27,2024-08-27,0,Same Day,5,0,Other,BOW,BOWNESS,-114.1883885,51.08334629
24-00678574,2024-08-27,2024-08-27,0,Same Day,5,0,App,SPH,SPRINGBANK HILL,-114.2098197,51.02656453
24-00678465,2024-08-27,2024-08-27,0,Same Day,5,0,App,HID,HIDDEN VALLEY,-114.1196092,51.15193708
24-00841038,2024-10-31,2024-12-13,43,Over 2 Weeks,1,1,Other,WAL,WALDEN,-114.0326183,50.87040297
24-00821709,2024-10-23,2024-11-07,15,Over 2 Weeks,1,1,Other,BNF,BANFF TRAIL,-114.1151284,51.07421633
24-00842446,2024-10-31,2024-10-31,0,Same Day,5,0,Other,VAR,VARSITY,-114.1625068,51.09605377
24-00843753,2024-11-01,2024-12-04,33,Over 2 Weeks,1,1,Other,RRC,RICARDO RANCH,-113.9359132,50.85446381
24-00926486,2024-12-05,2024-12-18,13,2 Weeks,2,1,Other,HOU,HOUNSFIELD HEIGHTS/BRIAR HILL,-114.1057298,51.06317954
24-00927770,2024-12-05,2024-12-05,0,Same Day,5,0,Other,NGM,NORTH GLENMORE PARK,-114.1122561,51.00142837
24-00019501,2024-01-08,2024-01-24,16,Over 2 Weeks,1,1,Other,BNK,BANKVIEW,-114.1004832,51.03412753
24-00531601,2024-07-06,2024-08-27,52,Over 2 Weeks,1,1,Other,BOW,BOWNESS,-114.1883885,51.08334629
24-00644226,2024-08-15,2024-08-27,12,2 Weeks,2,1,Other,SPR,SPRUCE CLIFF,-114.1362778,51.04865971
24-00649513,2024-08-16,2024-08-27,11,2 Weeks,2,1,Other,SPR,SPRUCE CLIFF,-114.1362778,51.04865971
24-00676726,2024-08-27,2024-08-27,0,Same Day,5,0,Other,HAR,HARVEST HILLS,-114.052778,51.14767759
24-00930502,2024-12-06,2024-12-06,0,Same Day,5,0,Other,HIL,HILLHURST,-114.093646,51.05727753
24-00928560,2024-12-05,2024-12-05,0,Same Day,5,0,Other,OGD,OGDEN,-114.0124423,50.99187834
24-00030350,2024-01-12,2024-03-12,60,Over 2 Weeks,1,1,Other,QLD,QUEENSLAND,-114.0225717,50.93822412
24-00928419,2024-12-05,2024-12-18,13,2 Weeks,2,1,Other,LIV,LIVINGSTON,-114.0655067,51.18550406
24-00039456,2024-01-16,2024-01-18,2,2-3 Days,4,0,Other,CHW,CHARLESWOOD,-114.1122123,51.09008805
24-00940466,2024-12-11,2024-12-18,7,1 Week,3,0,Other,HSN,HASKAYNE,-114.2866953,51.11697204
24-00012012,2024-01-05,2024-01-24,19,Over 2 Weeks,1,1,Phone,SSW,SCARBORO/ SUNALTA WEST,-114.114882,51.04220032
24-00022742,2024-01-09,2024-01-24,15,Over 2 Weeks,1,1,Other,BRT,BRITANNIA,-114.0862774,51.012644
24-00007636,2024-01-03,2024-03-07,64,Over 2 Weeks,1,1,Other,UMR,UPPER MOUNT ROYAL,-114.0850257,51.02997368
24-00236711,2024-04-03,2024-05-08,35,Over 2 Weeks,1,1,Other,FLN,FOREST LAWN,-113.9700019,51.03784805
24-00846930,2024-11-03,2024-12-04,31,Over 2 Weeks,1,1,Other,HKS,HOTCHKISS,-113.8962495,50.91419352
24-00002640,2024-01-02,2024-03-11,69,Over 2 Weeks,1,1,Other,ING,INGLEWOOD,-114.0191258,51.03414052
24-00019880,2024-01-09,2024-03-11,62,Over 2 Weeks,1,1,Other,PKL,PARKLAND,-114.0282241,50.9208419
24-00349051,2024-05-12,2024-05-12,0,Same Day,5,0,App,HID,HIDDEN VALLEY,-114.1196092,51.15193708
24-00032740,2024-01-14,2024-05-13,120,Over 2 Weeks,1,1,Phone,CHA,CHAPARRAL,-114.025669,50.88467311
24-00344369,2024-05-09,2024-05-09,0,Same Day,5,0,Other,ROY,ROYAL OAK,-114.2197619,51.14266073
24-00011782,2024-01-05,2024-04-29,115,Over 2 Weeks,1,1,Other,RIV,RIVERBEND,-114.0184288,50.97602013
24-00354761,2024-05-14,2024-07-06,53,Over 2 Weeks,1,1,Other,VIS,VISTA HEIGHTS,-114.0177052,51.07193318
24-00005150,2024-01-03,2024-03-13,70,Over 2 Weeks,1,1,Other,COL,COLLINGWOOD,-114.1024036,51.08350991
24-00923111,2024-12-04,2024-12-06,2,2-3 Days,4,0,Other,KIL,KILLARNEY/GLENGARRY,-114.1317313,51.03013196
24-00921721,2024-12-03,2024-12-06,3,2-3 Days,4,0,Other,GPI,GREAT PLAINS,-113.939937,50.98689495
24-00930673,2024-12-06,2024-12-18,12,2 Weeks,2,1,Other,WBN,WOODBINE,-114.1296282,50.94023326
24-00847921,2024-11-04,2024-11-04,0,Same Day,5,0,Other,WIN,WINSTON HEIGHTS/MOUNTVIEW,-114.0418487,51.0752988
24-00601876,2024-07-30,2024-11-04,97,Over 2 Weeks,1,1,Other,OAK,OAKRIDGE,-114.129614,50.9696628
24-00852735,2024-11-05,2024-11-05,0,Same Day,5,0,Other,PAT,PATTERSON,-114.1771423,51.06393988
24-00851546,2024-11-05,2024-11-05,0,Same Day,5,0,Other,WSP,WEST SPRINGS,-114.2066863,51.05977297
24-00940020,2024-12-11,2024-12-12,1,1 Day,5,0,Other,ABB,ABBEYDALE,-113.9277983,51.05941671
24-00854046,2024-11-05,2024-11-05,0,Same Day,5,0,Other,ALB,ALBERT PARK/RADISSON HEIGHTS,-113.9967779,51.04453295
24-00854054,2024-11-05,2024-11-05,0,Same Day,5,0,Other,ALB,ALBERT PARK/RADISSON HEIGHTS,-113.9967779,51.04453295
24-00853372,2024-11-05,2024-11-05,0,Same Day,5,0,App,CGR,COUGAR RIDGE,-114.2094038,51.07188085
24-00937387,2024-12-10,2024-12-18,8,2 Weeks,2,1,Other,SHW,SHERWOOD,-114.1520001,51.15999092
24-00927171,2024-12-05,2025-01-20,46,Over 2 Weeks,1,1,Other,VIS,VISTA HEIGHTS,-114.0177052,51.07193318
24-00937243,2024-12-10,2024-12-10,0,Same Day,5,0,App,DNC,DOWNTOWN COMMERCIAL CORE,-114.0695937,51.04727444
24-00852813,2024-11-05,2024-11-05,0,Same Day,5,0,App,PAT,PATTERSON,-114.1771423,51.06393988
24-00852244,2024-11-05,2024-11-06,1,1 Day,5,0,Other,MNI,MANCHESTER INDUSTRIAL,-114.0572225,51.01325599
24-00856574,2024-11-06,2024-11-06,0,Same Day,5,0,App,COV,COVENTRY HILLS,-114.0531434,51.16490633
24-00857147,2024-11-07,2024-11-07,0,Same Day,5,0,Other,RIV,RIVERBEND,-114.0184303,50.97601886
24-00855519,2024-11-06,2025-01-02,57,Over 2 Weeks,1,1,Other,OAK,OAKRIDGE,-114.129614,50.9696628
24-00848695,2024-11-04,2024-11-07,3,2-3 Days,4,0,Other,SIL,SILVER SPRINGS,-114.1962818,51.10427454
24-00835133,2024-10-29,2024-11-07,9,2 Weeks,2,1,Other,HIW,HIGHWOOD,-114.0798911,51.09235942
24-00858248,2024-11-07,2025-01-13,67,Over 2 Weeks,1,1,Other,CAP,CAPITOL HILL,-114.0946312,51.07266528
24-00858802,2024-11-07,2024-11-07,0,Same Day,5,0,Other,COR,CORAL SPRINGS,-113.9269485,51.10335277
24-00858918,2024-11-07,2024-12-11,34,Over 2 Weeks,1,1,Other,TEM,TEMPLE,-113.9467665,51.08879881
24-00859468,2024-11-07,2024-11-22,15,Over 2 Weeks,1,1,Other,ERL,ERLTON,-114.0631465,51.02633379
24-00859661,2024-11-07,2024-11-08,1,1 Day,5,0,App,RSN,REDSTONE,-113.9575028,51.17044617
24-00859872,2024-11-08,2024-11-08,0,Same Day,5,0,Other,ARB,ARBOUR LAKE,-114.207675,51.13259471
24-00860799,2024-11-08,2024-12-05,27,Over 2 Weeks,1,1,Other,RRC,RICARDO RANCH,-113.9359132,50.85446381
24-00862387,2024-11-08,2025-01-27,80,Over 2 Weeks,1,1,Other,HID,HIDDEN VALLEY,-114.1196092,51.15193708
24-00862648,2024-11-09,2024-11-09,0,Same Day,5,0,Other,WHI,WHITEHORN,-113.9700682,51.08877987
24-00826750,2024-10-24,2024-12-23,60,Over 2 Weeks,1,1,Other,SPH,SPRINGBANK HILL,-114.2098197,51.02656453
24-00864193,2024-11-10,2024-12-10,30,Over 2 Weeks,1,1,Other,FAL,FALCONRIDGE,-113.94534,51.1033498
24-00934084,2024-12-09,2024-12-10,1,1 Day,5,0,Other,LKV,LAKEVIEW,-114.1296214,50.99957241
24-00937254,2024-12-10,2024-12-10,0,Same Day,5,0,Other,LKV,LAKEVIEW,-114.1296214,50.99957241
24-00931587,2024-12-07,2024-12-10,3,2-3 Days,4,0,Other,OAK,OAKRIDGE,-114.129614,50.9696628
24-00927557,2024-12-05,2024-12-11,6,1 Week,3,0,Other,TEM,TEMPLE,-113.9467665,51.08879881
24-00864687,2024-11-11,2024-12-05,24,Over 2 Weeks,1,1,Other,EFV,EAST FAIRVIEW INDUSTRIAL,-114.0386398,50.98403288
24-00865327,2024-11-11,2024-11-27,16,Over 2 Weeks,1,1,Other,BLM,BELMONT,-114.0552494,50.8686837
24-00864915,2024-11-11,2024-11-11,0,Same Day,5,0,Other,UMR,UPPER MOUNT ROYAL,-114.0850257,51.02997368
24-00865480,2024-11-11,2024-11-11,0,Same Day,5,0,App,SAN,SANDSTONE VALLEY,-114.0949625,51.13773284
24-00866260,2024-11-12,2024-12-05,23,Over 2 Weeks,1,1,Other,MAH,MAHOGANY,-113.9246339,50.89594392
24-00851505,2024-11-05,2024-11-12,7,1 Week,3,0,Other,BNK,BANKVIEW,-114.1004832,51.03412753
24-00866166,2024-11-11,2024-12-04,23,Over 2 Weeks,1,1,Other,SPH,SPRINGBANK HILL,-114.2098197,51.02656453
24-00942437,2024-12-11,2024-12-12,1,1 Day,5,0,Other,SVO,SILVERADO,-114.0712969,50.88298604
24-00944106,2024-12-12,2024-12-12,0,Same Day,5,0,Other,YKV,YORKVILLE,-114.0823248,50.8703514
24-00940106,2024-12-11,2024-12-13,2,2-3 Days,4,0,Other,BRD,BRIDGELAND/RIVERSIDE,-114.0350798,51.05055069
24-00961378,2024-12-20,2025-01-08,19,Over 2 Weeks,1,1,Other,FAL,FALCONRIDGE,-113.94534,51.1033498
24-00950042,2024-12-15,2024-12-15,0,Same Day,5,0,Other,CSC,CITYSCAPE,-113.961258,51.14703156
24-00953106,2024-12-16,2024-12-16,0,Same Day,5,0,App,EVE,EVERGREEN,-114.1156935,50.91870443
24-00950447,2024-12-15,2024-12-18,3,2-3 Days,4,0,Other,HID,HIDDEN VALLEY,-114.1196092,51.15193708
24-00958129,2024-12-18,2025-01-08,21,Over 2 Weeks,1,1,Other,WAL,WALDEN,-114.0326183,50.87040297
24-00956032,2024-12-18,2025-02-05,49,Over 2 Weeks,1,1,Other,OAK,OAKRIDGE,-114.129614,50.9696628
24-00958316,2024-12-19,2024-12-19,0,Same Day,5,0,Other,WND,WINDSOR PARK,-114.0835522,51.00504544
24-00961377,2024-12-20,2025-01-08,19,Over 2 Weeks,1,1,Other,FAL,FALCONRIDGE,-113.94534,51.1033498
24-00963541,2024-12-21,2024-12-21,0,Same Day,5,0,Other,GLA,GLAMORGAN,-114.1532273,51.0151168
24-00964335,2024-12-22,2024-12-22,0,Same Day,5,0,Other,02F,02F,-114.1751203,51.15976354
24-00964649,2024-12-22,2024-12-22,0,Same Day,5,0,App,02F,02F,-114.1751203,51.15976354
24-00967470,2024-12-23,2024-12-23,0,Same Day,5,0,App,SHG,SHAGANAPPI,-114.1266529,51.04521147
24-00948315,2024-12-13,2024-12-23,10,2 Weeks,2,1,Other,VAR,VARSITY,-114.1625068,51.09605377
24-00951974,2024-12-16,2024-12-23,7,1 Week,3,0,Other,PKH,PARKHILL,-114.0655345,51.01819229
24-00958349,2024-12-19,2024-12-23,4,1 Week,3,0,Other,ASP,ASPEN WOODS,-114.2083866,51.04521538
24-00946981,2024-12-13,2024-12-24,11,2 Weeks,2,1,Other,BRD,BRIDGELAND/RIVERSIDE,-114.0350798,51.05055069
24-00969086,2024-12-24,2025-01-06,13,2 Weeks,2,1,Other,HUN,HUNTINGTON HILLS,-114.0667086,51.11758075
24-00969583,2024-12-26,2024-12-26,0,Same Day,5,0,Other,ING,INGLEWOOD,-114.0191258,51.03414052
24-00977904,2024-12-31,2025-01-08,8,2 Weeks,2,1,Other,GDL,GLENDALE,-114.1527189,51.03337139
24-00954327,2024-12-17,2025-01-08,22,Over 2 Weeks,1,1,Other,SET,SETON,-113.9479312,50.87415766
24-00667981,2024-08-23,2024-08-23,0,Same Day,5,0,Other,HSN,HASKAYNE,-114.2866953,51.11697204
24-00682894,2024-08-29,2024-08-30,1,1 Day,5,0,Other,HID,HIDDEN VALLEY,-114.1196092,51.15193708
24-00865846,2024-11-11,2024-12-04,23,Over 2 Weeks,1,1,Other,RAM,RAMSAY,-114.0425323,51.03641206
24-00802596,2024-10-15,2024-10-23,8,2 Weeks,2,1,Other,SDC,SUNDANCE,-114.0421257,50.90180437
24-00958355,2024-12-19,2025-01-07,19,Over 2 Weeks,1,1,Other,OGD,OGDEN,-114.0124387,50.99187348
24-00789480,2024-10-08,2024-12-13,66,Over 2 Weeks,1,1,Other,AUB,AUBURN BAY,-113.9577951,50.89269508
24-00938495,2024-12-10,2025-03-06,86,Over 2 Weeks,1,1,Other,CPF,COPPERFIELD,-113.9294857,50.91781382
24-00259871,2024-04-11,2025-08-21,497,Over 2 Weeks,1,1,Other,SAD,SADDLE RIDGE,-113.9456225,51.13057324
